GEO_ID,NAME,S1901_C01_001E,S1901_C01_001EA,S1901_C01_001M,S1901_C01_001MA,S1901_C01_002E,S1901_C01_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_003E,S1901_C01_003EA,S1901_C01_003M,S1901_C01_003MA,S1901_C01_004E,S1901_C01_004EA,S1901_C01_004M,S1901_C01_004MA,S1901_C01_005E,S1901_C01_005EA,S1901_C01_005M,S1901_C01_005MA,S1901_C01_006E,S1901_C01_006EA,S1901_C01_006M,S1901_C01_006MA,S1901_C01_007E,S1901_C01_007EA,S1901_C01_007M,S1901_C01_007MA,S1901_C01_008E,S1901_C01_008EA,S1901_C01_008M,S1901_C01_008MA,S1901_C01_009E,S1901_C01_009EA,S1901_C01_009M,S1901_C01_009MA,S1901_C01_010E,S1901_C01_010EA,S1901_C01_010M,S1901_C01_010MA,S1901_C01_011E,S1901_C01_011EA,S1901_C01_011M,S1901_C01_011MA,S1901_C01_012E,S1901_C01_012EA,S1901_C01_012M,S1901_C01_012MA,S1901_C01_013E,S1901_C01_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_014E,S1901_C01_014EA,S1901_C01_014M,S1901_C01_014MA,S1901_C01_015E,S1901_C01_015EA,S1901_C01_015M,S1901_C01_015MA,S1901_C01_016E,S1901_C01_016EA,S1901_C01_016M,S1901_C01_016MA,S1901_C02_001E,S1901_C02_001EA,S1901_C02_001M,S1901_C02_001MA,S1901_C02_002E,S1901_C02_002EA,S1901_C02_002M,S1901_C02_002MA,S1901_C02_003E,S1901_C02_003EA,S1901_C02_003M,S1901_C02_003MA,S1901_C02_004E,S1901_C02_004EA,S1901_C02_004M,S1901_C02_004MA,S1901_C02_005E,S1901_C02_005EA,S1901_C02_005M,S1901_C02_005MA,S1901_C02_006E,S1901_C02_006EA,S1901_C02_006M,S1901_C02_006MA,S1901_C02_007E,S1901_C02_007EA,S1901_C02_007M,S1901_C02_007MA,S1901_C02_008E,S1901_C02_008EA,S1901_C02_008M,S1901_C02_008MA,S1901_C02_009E,S1901_C02_009EA,S1901_C02_009M,S1901_C02_009MA,S1901_C02_010E,S1901_C02_010EA,S1901_C02_010M,S1901_C02_010MA,S1901_C02_011E,S1901_C02_011EA,S1901_C02_011M,S1901_C02_011MA,S1901_C02_012E,S1901_C02_012EA,S1901_C02_012M,S1901_C02_012MA,S1901_C02_013E,S1901_C02_013EA,S1901_C02_013M,S1901_C02_013MA,S1901_C02_014E,S1901_C02_014EA,S1901_C02_014M,S1901_C02_014MA,S1901_C02_015E,S1901_C02_015EA,S1901_C02_015M,S1901_C02_015MA,S1901_C02_016E,S1901_C02_016EA,S1901_C02_016M,S1901_C02_016MA,S1901_C03_001E,S1901_C03_001EA,S1901_C03_001M,S1901_C03_001MA,S1901_C03_002E,S1901_C03_002EA,S1901_C03_002M,S1901_C03_002MA,S1901_C03_003E,S1901_C03_003EA,S1901_C03_003M,S1901_C03_003MA,S1901_C03_004E,S1901_C03_004EA,S1901_C03_004M,S1901_C03_004MA,S1901_C03_005E,S1901_C03_005EA,S1901_C03_005M,S1901_C03_005MA,S1901_C03_006E,S1901_C03_006EA,S1901_C03_006M,S1901_C03_006MA,S1901_C03_007E,S1901_C03_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_008E,S1901_C03_008EA,S1901_C03_008M,S1901_C03_008MA,S1901_C03_009E,S1901_C03_009EA,S1901_C03_009M,S1901_C03_009MA,S1901_C03_010E,S1901_C03_010EA,S1901_C03_010M,S1901_C03_010MA,S1901_C03_011E,S1901_C03_011EA,S1901_C03_011M,S1901_C03_011MA,S1901_C03_012E,S1901_C03_012EA,S1901_C03_012M,S1901_C03_012MA,S1901_C03_013E,S1901_C03_013EA,S1901_C03_013M,S1901_C03_013MA,S1901_C03_014E,S1901_C03_014EA,S1901_C03_014M,S1901_C03_014MA,S1901_C03_015E,S1901_C03_015EA,S1901_C03_015M,S1901_C03_015MA,S1901_C03_016E,S1901_C03_016EA,S1901_C03_016M,S1901_C03_016MA,S1901_C04_001E,S1901_C04_001EA,S1901_C04_001M,S1901_C04_001MA,S1901_C04_002E,S1901_C04_002EA,S1901_C04_002M,S1901_C04_002MA,S1901_C04_003E,S1901_C04_003EA,S1901_C04_003M,S1901_C04_003MA,S1901_C04_004E,S1901_C04_004EA,S1901_C04_004M,S1901_C04_004MA,S1901_C04_005E,S1901_C04_005EA,S1901_C04_005M,S1901_C04_005MA,S1901_C04_006E,S1901_C04_006EA,S1901_C04_006M,S1901_C04_006MA,S1901_C04_007E,S1901_C04_007EA,S1901_C04_007M,S1901_C04_007MA,S1901_C04_008E,S1901_C04_008EA,S1901_C04_008M,S1901_C04_008MA,S1901_C04_009E,S1901_C04_009EA,S1901_C04_009M,S1901_C04_009MA,S1901_C04_010E,S1901_C04_010EA,S1901_C04_010M,S1901_C04_010MA,S1901_C04_011E,S1901_C04_011EA,S1901_C04_011M,S1901_C04_011MA,S1901_C04_012E,S1901_C04_012EA,S1901_C04_012M,S1901_C04_012MA,S1901_C04_013E,S1901_C04_013EA,S1901_C04_013M,S1901_C04_013MA,S1901_C04_014E,S1901_C04_014EA,S1901_C04_014M,S1901_C04_014MA,S1901_C04_015E,S1901_C04_015EA,S1901_C04_015M,S1901_C04_015MA,S1901_C04_016E,S1901_C04_016EA,S1901_C04_016M,S1901_C04_016MA,ucgid
1400000US05001480100,"Census Tract 4801, Arkansas County, Arkansas",610,,94,,7.7,,6.3,,15.2,,7.3,,13.8,,7.5,,4.3,,3.5,,7.2,,4.0,,23.3,,9.3,,7.5,,4.2,,15.2,,5.8,,5.7,,4.1,,0.0,,5.2,,50625,,8791,,57288,,8214,,47.5,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),403,,70,,6.0,,8.6,,4.2,,4.3,,7.9,,7.4,,6.5,,5.2,,6.7,,4.2,,28.0,,13.0,,11.4,,6.3,,20.6,,8.2,,8.7,,6.3,,0.0,,7.7,,63393,,10358,,72207,,10665,,-888888888,(X),-888888888,(X),52.1,,-888888888.0,(X),-888888888,(X),-888888888,(X),295,,54,,8.1,,11.3,,2.4,,3.5,,1.7,,3.1,,3.7,,3.7,,7.8,,5.3,,23.1,,13.2,,15.6,,8.5,,25.8,,10.5,,11.9,,8.3,,0.0,,10.4,,76696,,15416,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),207,,73,,11.1,,9.4,,36.7,,17.0,,25.1,,14.9,,0.0,,14.5,,8.2,,7.2,,14.0,,9.9,,0.0,,14.5,,4.8,,4.9,,0.0,,14.5,,0.0,,14.5,,15363,,1992,,28158,,8359,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),38.6,,-888888888.0,(X),1400000US05001480100
1400000US05001480200,"Census Tract 4802, Arkansas County, Arkansas",619,,64,,6.5,,3.8,,5.7,,3.6,,12.6,,5.5,,3.2,,2.5,,12.1,,7.5,,22.5,,7.9,,17.4,,5.5,,17.0,,7.2,,2.3,,2.1,,0.8,,1.3,,60938,,13170,,72662,,16830,,33.8,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),454,,55,,0.0,,6.9,,1.1,,1.7,,6.6,,4.2,,3.5,,3.1,,15.0,,9.8,,29.7,,11.0,,19.8,,6.9,,20.0,,8.5,,3.1,,2.9,,1.1,,1.9,,72031,,6791,,87141,,21586,,-888888888,(X),-888888888,(X),37.7,,-888888888.0,(X),-888888888,(X),-888888888,(X),390,,58,,0.0,,8.0,,1.3,,2.0,,6.7,,4.5,,3.8,,3.5,,10.8,,8.4,,29.2,,11.2,,21.5,,7.9,,21.8,,9.9,,3.6,,3.3,,1.3,,2.2,,74028,,13101,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),165,,45,,24.2,,13.5,,18.2,,11.7,,29.1,,15.9,,2.4,,2.9,,4.2,,5.2,,6.1,,6.0,,7.3,,6.7,,8.5,,8.6,,0.0,,17.8,,0.0,,17.8,,18250,,6270,,32478,,10576,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),19.4,,-888888888.0,(X),1400000US05001480200
1400000US05001480300,"Census Tract 4803, Arkansas County, Arkansas",1114,,114,,1.3,,1.6,,9.0,,5.9,,8.1,,4.6,,7.6,,4.4,,13.8,,6.1,,20.5,,7.3,,11.8,,6.1,,14.7,,5.5,,9.2,,4.7,,4.0,,3.0,,56098,,7431,,78893,,9910,,43.4,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),858,,102,,4.0,,4.2,,7.0,,6.1,,3.0,,2.5,,9.3,,5.6,,6.6,,4.9,,22.6,,9.1,,13.3,,7.7,,17.6,,7.0,,11.3,,6.1,,5.2,,4.0,,63750,,27418,,87779,,13496,,-888888888,(X),-888888888,(X),45.1,,-888888888.0,(X),-888888888,(X),-888888888,(X),683,,88,,0.0,,4.6,,5.9,,6.7,,1.0,,1.7,,7.8,,6.3,,2.9,,2.7,,26.8,,10.6,,14.3,,9.0,,20.5,,8.7,,14.2,,7.4,,6.6,,5.0,,87260,,10606,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),256,,93,,3.5,,5.2,,23.4,,16.9,,9.0,,8.5,,2.0,,3.1,,40.2,,19.0,,7.8,,8.4,,6.6,,7.8,,5.1,,5.8,,2.3,,3.9,,0.0,,11.9,,44107,,9311,,44991,,10756,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),29.3,,-888888888.0,(X),1400000US05001480300
1400000US05001480400,"Census Tract 4804, Arkansas County, Arkansas",1044,,123,,22.3,,8.7,,10.8,,6.1,,10.2,,6.0,,14.6,,6.6,,13.8,,5.9,,20.5,,8.6,,3.4,,3.4,,1.3,,1.9,,1.4,,2.1,,1.5,,1.7,,28792,,6508,,44955,,13512,,38.0,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),536,,95,,21.1,,10.6,,5.2,,5.8,,9.1,,8.9,,14.4,,7.6,,12.7,,10.4,,27.4,,12.9,,1.7,,2.4,,2.6,,3.7,,2.8,,4.0,,3.0,,3.3,,35250,,13032,,60482,,25516,,-888888888,(X),-888888888,(X),37.9,,-888888888.0,(X),-888888888,(X),-888888888,(X),277,,87,,21.3,,18.1,,0.0,,11.1,,1.4,,3.3,,10.8,,6.9,,9.0,,9.3,,40.4,,17.4,,3.2,,4.5,,5.1,,7.4,,5.4,,8.0,,3.2,,5.3,,51767,,14113,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),508,,142,,26.0,,13.5,,16.7,,10.5,,11.4,,9.3,,14.4,,11.2,,20.3,,10.8,,11.2,,11.6,,0.0,,6.2,,0.0,,6.2,,0.0,,6.2,,0.0,,6.2,,18696,,15485,,25236,,6903,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),38.2,,-888888888.0,(X),1400000US05001480400
1400000US05001480500,"Census Tract 4805, Arkansas County, Arkansas",1572,,129,,6.4,,3.7,,15.9,,5.9,,5.4,,2.6,,7.8,,3.6,,15.6,,5.9,,21.5,,5.0,,13.2,,5.0,,7.9,,3.6,,3.1,,2.5,,3.2,,1.9,,48824,,8039,,61751,,6868,,45.8,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),899,,106,,5.6,,5.8,,3.8,,5.6,,4.0,,2.7,,12.0,,5.8,,15.1,,7.4,,19.2,,6.3,,21.5,,8.1,,10.0,,6.1,,3.1,,2.6,,5.7,,3.4,,64620,,14196,,77328,,11285,,-888888888,(X),-888888888,(X),47.3,,-888888888.0,(X),-888888888,(X),-888888888,(X),623,,100,,0.0,,5.1,,0.0,,5.1,,3.5,,3.2,,5.1,,3.5,,9.0,,6.1,,25.2,,9.3,,30.0,,10.7,,14.4,,8.4,,4.5,,3.8,,8.2,,4.8,,78314,,3644,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),673,,134,,8.9,,5.9,,30.6,,11.3,,7.3,,4.8,,2.8,,3.4,,17.1,,9.2,,23.8,,11.1,,1.3,,2.2,,5.1,,4.1,,3.1,,4.9,,0.0,,4.7,,35298,,25426,,40422,,7889,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),43.8,,-888888888.0,(X),1400000US05001480500
1400000US05001480600,"Census Tract 4806, Arkansas County, Arkansas",761,,82,,9.7,,6.2,,4.3,,3.0,,7.2,,5.0,,6.3,,3.6,,12.4,,5.5,,19.1,,6.7,,11.0,,5.3,,22.7,,8.4,,0.5,,1.1,,6.7,,5.7,,60724,,10463,,77002,,13533,,39.3,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),460,,73,,7.4,,8.9,,1.1,,1.6,,1.3,,1.8,,5.7,,4.8,,15.0,,9.1,,23.0,,8.2,,10.4,,6.1,,29.1,,11.2,,0.9,,1.8,,6.1,,6.7,,72167,,10348,,82896,,10324,,-888888888,(X),-888888888,(X),33.0,,-888888888.0,(X),-888888888,(X),-888888888,(X),377,,61,,0.0,,8.3,,1.3,,1.9,,1.6,,2.2,,4.0,,4.6,,15.6,,10.6,,20.7,,7.6,,12.7,,7.1,,35.5,,13.3,,1.1,,2.2,,7.4,,8.5,,86528,,24852,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),301,,75,,13.3,,10.6,,9.3,,7.5,,16.3,,12.1,,7.3,,6.4,,8.3,,7.0,,15.6,,11.7,,12.0,,10.9,,10.3,,11.7,,0.0,,10.2,,7.6,,10.7,,40938,,27460,,66765,,32050,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),48.8,,-888888888.0,(X),1400000US05001480600
1400000US05001480700,"Census Tract 4807, Arkansas County, Arkansas",1150,,118,,16.6,,8.4,,7.6,,4.1,,14.7,,7.3,,16.7,,6.8,,16.3,,5.8,,11.8,,5.6,,6.3,,3.9,,4.3,,3.1,,3.7,,2.6,,2.0,,1.8,,30942,,3342,,47551,,9412,,46.9,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),663,,110,,9.0,,7.7,,0.9,,1.7,,12.8,,9.0,,22.5,,10.9,,13.6,,7.7,,16.3,,8.3,,9.0,,6.3,,7.4,,5.4,,6.3,,4.4,,2.1,,2.3,,37250,,11991,,58317,,10960,,-888888888,(X),-888888888,(X),47.4,,-888888888.0,(X),-888888888,(X),-888888888,(X),439,,99,,12.1,,10.5,,1.4,,2.5,,5.5,,5.3,,22.6,,13.8,,9.8,,7.5,,17.1,,9.7,,10.7,,7.2,,9.8,,7.8,,9.6,,6.7,,1.6,,2.6,,49018,,18776,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),487,,128,,28.3,,16.3,,16.6,,8.9,,17.2,,11.3,,8.8,,7.7,,18.7,,10.5,,5.7,,6.7,,2.7,,3.4,,0.0,,6.5,,0.0,,6.5,,1.8,,3.0,,16004,,3377,,32372,,14914,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),46.2,,-888888888.0,(X),1400000US05001480700
1400000US05001480800,"Census Tract 4808, Arkansas County, Arkansas",621,,81,,8.5,,6.4,,2.7,,2.9,,12.4,,6.5,,16.6,,5.9,,11.6,,5.7,,21.6,,7.3,,9.3,,5.5,,12.1,,5.5,,1.9,,1.9,,3.2,,2.7,,46853,,8978,,62705,,9809,,26.9,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),450,,79,,0.0,,7.0,,0.7,,0.9,,14.7,,8.0,,17.1,,7.0,,11.1,,5.8,,24.4,,9.7,,9.6,,5.9,,16.7,,7.1,,2.7,,2.7,,3.1,,3.2,,55982,,5691,,72696,,11762,,-888888888,(X),-888888888,(X),30.0,,-888888888.0,(X),-888888888,(X),-888888888,(X),344,,71,,0.0,,9.0,,0.0,,9.0,,5.2,,4.8,,14.8,,7.3,,11.0,,7.4,,30.5,,12.0,,12.5,,7.8,,18.3,,7.8,,3.5,,3.5,,4.1,,4.1,,64375,,12446,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),171,,61,,31.0,,18.2,,9.9,,10.5,,10.5,,9.4,,15.2,,10.5,,14.0,,11.3,,10.5,,10.0,,8.8,,9.7,,0.0,,17.2,,0.0,,17.2,,0.0,,17.2,,22917,,15967,,28816,,7583,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),14.6,,-888888888.0,(X),1400000US05001480800
1400000US05003960100,"Census Tract 9601, Ashley County, Arkansas",633,,88,,12.0,,3.9,,6.2,,3.7,,16.4,,6.0,,11.8,,4.3,,23.1,,6.1,,12.8,,6.6,,5.5,,2.9,,9.2,,3.7,,0.8,,0.9,,2.2,,2.0,,36148,,2887,,48343,,6071,,50.9,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),451,,87,,7.3,,4.3,,1.6,,1.9,,10.9,,7.0,,13.7,,5.9,,27.3,,7.8,,16.4,,8.7,,6.4,,3.7,,12.4,,5.1,,1.1,,1.3,,2.9,,2.7,,45057,,8779,,57893,,8236,,-888888888,(X),-888888888,(X),48.6,,-888888888.0,(X),-888888888,(X),-888888888,(X),320,,67,,1.6,,1.9,,0.9,,1.8,,7.8,,7.3,,9.4,,4.9,,30.6,,10.0,,19.7,,11.7,,6.9,,4.4,,17.5,,7.3,,1.6,,1.9,,4.1,,3.9,,49861,,9407,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),182,,51,,23.6,,10.9,,17.6,,11.0,,30.2,,12.4,,7.1,,5.6,,12.6,,8.2,,3.8,,4.0,,3.3,,5.9,,1.1,,1.6,,0.0,,16.3,,0.5,,1.3,,17857,,5126,,24678,,5398,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),56.6,,-888888888.0,(X),1400000US05003960100
1400000US05003960200,"Census Tract 9602, Ashley County, Arkansas",1091,,121,,2.8,,2.7,,7.4,,5.2,,12.9,,7.6,,8.2,,4.5,,20.0,,9.6,,14.1,,5.0,,18.9,,8.8,,10.2,,5.6,,4.1,,2.9,,1.4,,1.8,,49497,,9553,,65605,,10763,,48.3,,-888888888.0,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),853,,117,,1.2,,1.9,,5.2,,5.5,,6.6,,4.8,,8.8,,5.6,,19.9,,10.5,,14.2,,5.7,,24.2,,10.6,,13.0,,6.9,,5.3,,3.6,,1.8,,2.2,,63029,,19202,,75993,,12035,,-888888888,(X),-888888888,(X),52.4,,-888888888.0,(X),-888888888,(X),-888888888,(X),797,,113,,1.3,,2.0,,3.3,,4.7,,6.6,,5.2,,8.4,,6.0,,19.6,,11.0,,14.6,,6.0,,24.8,,10.9,,13.9,,7.3,,5.6,,3.9,,1.9,,2.4,,64760,,24092,,-999999999,N,-999999999,N,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),238,,106,,8.8,,10.7,,15.5,,13.0,,35.7,,22.8,,5.9,,5.4,,20.2,,19.5,,13.9,,15.6,,0.0,,12.7,,0.0,,12.7,,0.0,,12.7,,0.0,,12.7,,21680,,8037,,28377,,7804,,-888888888,(X),-888888888,(X),-888888888,(X),-888888888,(X),33.6,,-888888888.0,(X),1400000US05003960200
